RefSeq	Symbol	Chr	Start	End	Strand	txLength	countLength	Cond1_Samp1	Cond1_Samp2	Cond2_Samp1	Cond2_Samp2	Cond3_Samp1	Cond3_Samp2	Cond4_Samp1	Cond5_Samp2
NM_011299	RPS6KA2	chr17	7374463	7507664	+	133201	5406	110	192	167	247	120	126	52	66
NM_148945	RPS6KA3	chrX	155693713	155806176	+	112463	7320	1070	1605	966	1030	1123	1027	845	702
NM_019924	RPS6KA4	chr19	6903573	6915117	-	11544	3073	1064	1765	1108	1498	456	453	614	513
NM_001114334	RPS6KB1	chr11	86312512	86358309	-	45797	5393	624	990	882	819	1303	1165	1111	873
NM_178775	RPS6KC1	chr1	192596757	192735649	-	138892	3995	309	409	295	347	199	248	227	228
NM_146244	RPS6KL1	chr12	86476545	86492214	-	15669	2534	1	1	4	2	0	3	6	4
NM_029767	RPS9	chr7	3655642	3658499	+	2857	703	5215	6469	5262	5908	6723	7194	2870	2287
NM_011029	RPSA	chr9	120036883	120041487	+	4604	1861	2227	3474	2528	3178	3307	3948	1408	1121
NM_028009	RPUSD1	chr17	25864695	25868401	+	3706	1703	172	250	439	448	252	264	161	126
NM_001004154	RRAGB	chrX	149574500	149606486	+	31986	2281	0	0	0	0	0	0	0	0
NM_027491	RRAGD	chr4	33069972	33109155	+	39183	5047	8	2	2	0	0	0	0	0
NM_024281	RRBP1	chr2	143773130	143836999	-	63869	5177	5863	6431	6025	5689	3485	3135	3641	3142
NM_026830	RREB1	chr13	37917906	38027403	+	109497	7426	417	397	646	491	2607	2370	1290	1460
NM_009102	RRH	chr3	129511492	129525423	-	13931	1394	0	2	1	2	2	3	1	3
NM_009103	RRM1	chr7	109590208	109618285	+	28077	3997	1195	3267	1310	2334	2324	2382	377	369
NM_026041	RRP15	chr1	188544964	188573237	-	28273	1213	193	368	609	510	472	548	140	128
NM_144857	RRP36	chr17	46804404	46811204	-	6800	1197	314	453	429	355	550	565	303	261
NM_029101	RRP7A	chr15	82946276	82953231	-	6955	1534	330	502	606	574	601	596	278	284
NM_133951	RRP8	chr7	112880243	112885899	-	5656	2753	302	412	655	532	560	506	294	267
NM_145620	RRP9	chr9	106379639	106387746	+	8107	1537	124	192	493	398	467	483	115	106
NM_021384	RSAD2	chr12	27127607	27141317	-	13710	3785	24	44	3	7	0	0	2	2
NM_001080977	RSBN1L	chr5	20398841	20457640	-	58799	4988	276	301	181	203	273	265	556	390
NM_001017966	RSC1A1	chr4	141239477	141279334	-	39857	1470	178	245	322	399	612	523	267	404
NM_001081267	RSF1	chr7	104728405	104841292	+	112887	11129	852	1044	537	561	732	561	685	557
NM_198609	RSL24D1	chr9	72961275	72971140	+	9865	1522	249	373	513	453	609	572	259	255
NM_027730	RSPH14	chr10	74420221	74495331	-	75110	1200	0	0	0	0	0	0	0	0
NM_001083945	RSPH3	chr17	7109064	7152705	-	43641	1614	298	360	218	213	361	422	377	383
NM_031255	RSPH6A	chr7	19640035	19659796	+	19761	2357	0	0	0	0	1	0	1	1
NM_029338	RSPH9	chr17	46266225	46281147	-	14922	942	2	1	1	1	1	3	2	0
NM_138683	RSPO1	chr4	124663673	124686343	+	22670	1834	0	0	0	0	0	0	0	0
NM_026274	RSPRY1	chr8	97125840	97184176	+	58336	3849	562	670	629	634	540	514	574	482
NM_001166666	RTEL1	chr2	181054428	181091321	+	36893	4322	234	631	292	377	728	710	343	284
NM_001271487	RTN3	chr19	7500384	7557781	-	57397	2904	2572	2955	1595	1815	4749	3997	5397	4213
NM_194052	RTN4	chr11	29592897	29644414	+	51517	2383	3135	5910	1809	3406	1423	1494	3877	2511
NM_177708	RTN4RL1	chr11	75007494	75081264	+	73770	3308	5	14	3	4	1	0	29	26
NM_001008230	RTP2	chr16	23925633	23930880	-	5247	2428	0	0	0	0	0	0	0	0
NM_153100	RTP3	chr9	110887446	110892217	-	4771	2455	0	0	0	0	0	0	0	1
NM_023386	RTP4	chr16	23610004	23614308	+	4304	1573	184	419	22	65	8	13	9	5
NM_001289774	RUFY3	chr5	88994064	89080442	+	86378	3561	386	313	233	217	330	299	209	263
NM_001252347	RUNDC3A	chr11	102254716	102264253	+	9537	3046	30	70	26	51	206	167	248	221
NM_001111026	RUNX1T1	chr4	13670448	13822202	+	151754	7323	456	369	29	22	24	7	38	13
NM_019685	RUVBL1	chr6	88415416	88447560	+	32144	1655	315	491	420	466	609	509	237	157
NM_028456	RWDD3	chr3	120858319	120874613	-	16294	1480	48	40	14	25	36	59	63	54
NM_001205214	RXRB	chr17	34168756	34175348	+	6592	2633	530	614	413	366	972	1198	845	924
NM_019743	RYBP	chr6	100178558	100237352	-	58794	4376	802	570	1586	1599	513	441	381	344
NM_011310	S100A3	chr3	90404136	90406624	+	2488	712	11	21	9	12	0	1	18	14
NM_011312	S100A5	chr3	90412443	90415702	+	3259	432	1	6	1	2	1	1	0	0
NM_013650	S100A8	chr3	90472992	90473956	+	964	392	6	10	14	17	69	25	8	8
NM_009789	S100G	chrX	159399923	159402531	-	2608	480	1	3	1	0	6	2	14	14
NM_029036	S100PBP	chr4	128828068	128866726	-	38658	1546	185	275	170	210	164	154	177	146
NM_001081159	S100Z	chr13	96247255	96248610	-	1355	300	0	0	0	0	0	0	0	0
NM_011316	SAA2-SAA4	chr7	53983368	53987913	-	4545	2033	0	0	0	0	0	1	1	1
NM_172809	SACS	chr14	61757293	61859530	+	102237	3241	31	66	55	99	158	100	35	41
NM_001163300	SAFB	chr17	56724404	56745717	+	21313	3183	909	1453	710	876	1305	1230	806	882
NM_009118	SAG	chr1	89700254	89741732	+	41478	1718	5	12	13	15	7	12	3	10
NM_021390	SALL1	chr8	91551142	91568061	-	16919	5256	0	0	0	0	0	0	0	0
NM_201396	SALL4	chr2	168573831	168592701	-	18870	2706	0	0	0	0	0	0	0	0
NM_029144	SAMD13	chr3	146309222	146314281	-	5059	171	0	0	0	0	0	0	0	0
NM_001115154	SAMD3	chr10	25949512	25991978	+	42466	1874	0	0	0	0	0	0	0	1
NM_001037221	SAMD4A	chr14	47502639	47725492	+	222853	7120	442	584	128	221	27	58	279	310
NM_010156	SAMD9L	chr6	3322256	3349571	-	27315	5329	1485	2690	287	520	191	100	261	208
NM_172965	SAP130	chr18	31794036	31882715	+	88679	4015	559	886	563	587	901	842	676	556
NM_021788	SAP30	chr8	59961498	59966657	-	5159	1183	53	122	34	123	74	56	32	61
NM_023893	SAPCD1	chr17	35162919	35164961	-	2042	406	2	2	6	1	0	0	3	1
NM_009120	SAR1A	chr10	61143068	61156045	+	12977	2602	2646	2944	3504	3148	3648	3879	2353	2286
NM_138665	SARDH	chr2	27043912	27102823	-	58911	4558	666	647	332	320	205	126	981	640
NM_016882	SART1	chr19	5377522	5388703	-	11181	4723	704	1109	887	852	849	832	501	515
NM_028655	SATL1	chrX	109497913	109520388	-	22475	2412	0	1	0	0	1	0	0	0
NM_022028	SAV1	chr12	71065998	71087989	-	21991	2524	1141	1580	2353	2382	1318	1461	986	1002
NM_026209	SAYSD1	chr14	20894857	20902394	-	7537	2304	103	142	100	85	201	258	143	142
NM_001081203	SBNO1	chr5	124818710	124875923	-	57213	10071	1927	2374	1908	2073	2155	2160	1615	1669
NM_001081341	SCAPER	chr9	55397689	55785922	-	388233	5259	300	284	80	79	188	175	263	200
NM_172604	SCARA3	chr14	66538231	66572581	-	34350	3405	456	513	258	187	129	161	68	37
NM_153790	SCARF2	chr16	17797374	17808380	+	11006	3302	2076	1789	1443	1014	493	288	234	138
NM_009162	SCG5	chr2	113616469	113669248	-	52779	1227	4	3	1	4	0	1	0	0
NM_011681	SCGB1A1	chr19	9158131	9162446	-	4315	468	0	0	0	2	0	0	0	0
NM_001081411	SCLT1	chr3	41430626	41546436	-	115810	3020	110	114	128	114	99	93	92	96
NM_001290651	SCML2	chrX	157600681	157696145	+	95464	4881	40	109	14	45	36	70	25	27
NM_018733	SCN1A	chr2	66108838	66278894	-	170056	8287	0	5	0	0	1	0	0	2
NM_001099298	SCN2A	chr2	65508501	65605504	+	97003	8690	222	160	36	20	40	32	57	42
NM_011326	SCNN1G	chr7	128878020	128911991	+	33971	2965	0	0	1	0	0	0	0	0
NM_009136	SCRG1	chr8	59934719	59956382	+	21663	700	0	0	0	0	0	0	0	0
NM_146027	SCRN2	chr11	96891265	96895274	+	4009	1518	46	43	29	29	34	31	35	27
NM_029022	SCRN3	chr2	73150708	73175864	+	25156	3247	300	356	337	226	712	784	597	574
NM_001012322	SCTR	chr1	121903556	121960109	+	56553	1922	0	1	0	0	3	2	59	82
NM_001271473	SCUBE1	chr15	83433012	83555469	-	122457	7599	0	0	1	0	0	0	0	0
NM_020052	SCUBE2	chr7	116942204	117009193	-	66989	3562	0	0	2	0	0	0	0	0
NM_198021	SCYL2	chr10	89102851	89149030	-	46179	3431	456	595	473	578	659	621	522	516
NM_001286002	SCYL3	chr1	165859230	165885257	+	26027	3810	306	416	325	341	316	386	267	283
NM_011519	SDC1	chr12	8778201	8800493	+	22292	3056	1818	2890	7361	10553	4250	3808	915	1057
NM_008304	SDC2	chr15	32850477	32964476	+	113999	3313	1849	753	750	569	356	249	370	264
NM_011521	SDC4	chr2	164249746	164268688	-	18942	2460	977	2001	4643	8239	878	1051	809	1868
NM_181989	SDR16C5	chr4	3923088	3946810	-	23722	1379	0	0	0	0	0	0	0	0
NM_145565	SDS	chr5	120926555	120933914	+	7359	1151	13	6	8	9	6	2	12	9
NM_008759	SEBOX	chr11	78317014	78318584	+	1570	1286	0	1	0	0	0	0	0	0
NM_019951	SEC11A	chr7	88060264	88092436	-	32172	1113	556	660	1100	755	779	652	474	374
NM_001127725	SEC14L5	chr16	5147201	5184027	+	36826	2337	0	9	0	0	0	0	0	0
NM_178677	SEC22C	chr9	121589162	121614147	-	24985	5783	255	318	162	205	207	252	342	282
NM_009147	SEC23A	chr12	60059370	60113004	-	53634	4108	1275	1347	1673	1572	1580	1471	1030	1080
NM_001252545	SEC23B	chr2	144381964	144416489	+	34525	2781	430	658	830	782	891	803	466	441
NM_175255	SEC24A	chr11	51505764	51570336	-	64572	6798	564	610	761	736	699	677	489	581
NM_172596	SEC24C	chr14	21493542	21514072	+	20530	4446	1369	1906	1392	1422	2461	2510	1609	1734
NM_021305	SEC61A2	chr2	5792032	5816399	-	24367	2369	582	508	538	478	1022	843	524	456
NM_011345	SELE	chr1	165978364	165987808	+	9444	2912	0	0	0	0	0	0	0	1
NM_019979	SELK	chr14	30781565	30788260	+	6695	1018	904	773	639	505	422	374	570	457
NM_001164059	SELL	chr1	165992206	166010916	+	18710	2213	0	0	0	0	0	0	0	0
NM_011347	SELP	chr1	166045394	166080157	+	34763	3000	0	6	0	7	0	0	0	1
NM_011348	SEMA3E	chr5	14025275	14256689	+	231414	6861	0	0	0	0	0	0	0	0
NM_001025379	SEMA3G	chr14	32031058	32042697	+	11639	3686	25	4	234	108	344	173	661	1053
NM_011350	SEMA4F	chr6	82861878	82889744	-	27866	4067	0	0	0	1	0	0	1	0
NM_001290997	SEMA6D	chr2	123915704	124493525	+	577821	6178	265	434	403	320	736	401	1498	1107
NM_001003971	SENP7	chr16	56075521	56190124	+	114603	4802	614	474	305	135	439	397	535	403
NM_001172070	SENP8	chr9	59582065	59598456	-	16391	3775	171	205	165	162	258	292	222	178
NM_172490	SEPSECS	chr5	53034645	53060940	-	26295	1925	157	171	208	197	325	330	251	220
NM_017461	SEPT1	chr7	134357955	134361959	-	4004	1453	9	25	2	12	1	5	1	2
NM_001024910	SEPT10	chr10	58604374	58684595	-	80221	1821	256	355	97	202	236	226	392	229
NM_213614	SEPT5	chr16	18621903	18630031	-	8128	1534	560	902	578	761	141	183	267	165
NM_001205367	SEPT7	chr9	25060039	25116156	+	56117	2530	2550	3584	2106	2738	2103	2169	1306	1112
NM_001252333	SEPT8	chr11	53333237	53357598	+	24361	4441	3403	3951	1468	1575	1892	1752	2890	2531
NM_001113486	SEPT9	chr11	117060974	117223639	+	162665	3616	2469	3695	3789	6169	5290	5422	1036	1280
NM_013789	SERGEF	chr7	53698528	53895177	-	196649	1460	46	63	63	37	59	71	14	28
NM_019760	SERINC1	chr10	57235581	57252335	-	16754	2877	3698	3928	3983	4016	3724	3199	4489	3542
NM_001160326	SERP2	chr14	76932618	76956494	-	23876	765	11	24	3	10	2	5	3	2
NM_009252	SERPINA3	chr12	105644917	105652539	+	7622	2085	226	352	314	352	141	318	106	160
NM_177920	SERPINA7	chrX	135613788	135619775	-	5987	2358	0	0	0	0	0	0	0	0
NM_025867	SERPINB11	chr1	109258890	109277052	+	18162	1699	0	0	0	1	0	0	0	0
NM_027548	SERPINB7	chr1	109319265	109349266	+	30001	1887	2	1	0	1	0	0	0	0
NM_008223	SERPIND1	chr16	17331463	17343665	+	12202	2188	3	0	1	0	2	0	0	0
NM_008871	SERPINE1	chr5	137537375	137548142	-	10767	3022	577	870	6904	17715	2242	2458	586	1173
NM_001199945	SERPINE3	chr14	63282503	63311080	+	28577	1402	3	3	9	6	11	9	6	13
NM_011340	SERPINF1	chr11	75223530	75236125	-	12595	1494	5398	6854	6266	7360	179	200	589	445
NM_009776	SERPING1	chr2	84605516	84615586	-	10070	1820	106	267	53	165	2	7	6	2
NM_009825	SERPINH1	chr7	106493884	106501749	-	7865	2400	12071	16388	11293	12337	4987	4265	4675	2816
NM_021372	SERTAD2	chr11	20443255	20553026	+	109771	5730	1034	965	381	370	452	413	356	362
NM_133210	SERTAD3	chr7	28258858	28262383	+	3525	1257	118	210	99	76	88	60	161	90
NM_080793	SETD7	chr3	51319239	51364745	-	45506	7356	1501	1618	881	1030	931	1012	462	585
NM_026175	SF3A1	chr11	4060356	4082544	+	22188	4916	727	1187	980	1100	1351	1361	466	450
NM_013651	SF3A2	chr10	80261479	80267667	+	6188	1674	261	406	256	290	425	513	185	167
NM_029157	SF3A3	chr4	124392104	124409666	+	17562	1697	344	592	485	420	407	396	255	206
NM_153053	SF3B4	chr3	95976472	95981487	+	5015	1697	340	556	644	671	568	663	164	177
NM_025323	SF3B6	chr12	4824413	4834465	+	10052	1116	462	667	593	594	536	569	369	315
NM_019460	SFMBT1	chr14	31528034	31635907	+	107873	7694	155	208	134	95	335	384	417	452
NM_013834	SFRP1	chr8	24521973	24560104	+	38131	4372	0	0	1	0	1	0	0	0
NM_001163194	SFTA2	chr17	35786652	35787514	+	862	506	0	0	1	0	0	0	0	0
NM_023134	SFTPA1	chr14	41945076	41949662	+	4586	2775	0	0	0	0	0	0	0	0
NM_011891	SGCD	chr11	46792284	47192804	-	400520	1399	115	133	71	78	115	134	416	364
NM_011892	SGCG	chr14	61837951	61877327	-	39376	3413	0	0	0	0	0	0	0	0
NM_144906	SGIP1	chr4	102432739	102645287	+	212548	5215	0	1	0	1	0	0	0	0
NM_001161845	SGK1	chr10	21601989	21719708	+	117719	3105	920	975	1018	2446	359	353	98	402
NM_001291154	SGK2	chr2	162813216	162839875	+	26659	3068	0	1	2	2	4	1	0	2
NM_144792	SGMS1	chr19	32197216	32462944	-	265728	3607	786	773	468	459	407	388	576	612
NM_030750	SGPP1	chr12	76815234	76836716	-	21482	3324	910	1180	600	726	470	594	294	426
NM_172718	SGSM1	chr5	113672239	113739806	-	67567	5161	1	0	0	0	0	0	0	2
NM_144838	SGTB	chr13	104899869	104931521	+	31652	2705	114	117	77	109	169	155	64	77
NM_018825	SH2B2	chr5	136694018	136720773	-	26755	2848	85	144	171	307	1795	2054	2710	2932
NM_008507	SH2B3	chr5	122267223	122286810	-	19587	2482	415	587	652	720	580	547	471	370
NM_011364	SH2D1A	chrX	39855784	39875252	+	19468	819	0	0	0	0	0	0	0	0
NM_021309	SH2D2A	chr3	87650676	87659644	+	8968	4758	0	1	0	0	0	0	0	0
NM_019989	SH3BGRL	chrX	106290745	106357806	+	67061	2836	4696	4582	3205	3696	1222	999	2714	1494
NM_080559	SH3BGRL3	chr4	133683320	133684668	-	1348	707	644	979	590	717	225	211	139	89
NM_020271	SH3BP1	chr15	78744348	78749947	+	5599	2001	53	95	190	247	323	221	454	451
NM_011894	SH3BP5	chr14	32187149	32249219	-	62070	2473	608	605	1304	1083	191	187	134	60
NM_001082414	SH3D19	chr3	85888355	85934443	+	46088	6413	697	692	260	285	387	375	514	411
NM_013664	SH3GL1	chr17	56156172	56176060	-	19888	2041	1618	1585	2073	1418	1709	1484	796	817
NM_001135727	SH3KBP1	chrX	156065203	156413852	+	348649	5168	1354	2575	1016	1796	1064	940	640	553
NM_008018	SH3PXD2A	chr19	47334663	47538901	-	204238	10464	11856	12093	53003	54504	43979	55982	33911	23631
NM_177364	SH3PXD2B	chr11	32247810	32328183	+	80373	7432	2629	2295	5475	4375	915	617	278	297
NM_001033306	SHB	chr4	45436147	45543700	-	107553	2744	178	252	406	276	237	149	157	194
NM_011367	SHBG	chr11	69428317	69431407	-	3090	1407	0	0	0	0	0	0	0	0
NM_011368	SHC1	chr3	89222472	89233951	+	11479	3156	2060	1894	1982	2104	1672	2098	1627	1139
NM_009167	SHC3	chr13	51526410	51662453	-	136043	1536	1	0	0	0	0	0	0	0
NM_011369	SHCBP1	chr8	4735979	4779534	-	43555	2132	73	567	57	287	466	447	12	17
NM_172530	SHE	chr3	89635291	89662768	+	27477	5745	0	0	1	5	0	1	0	0
NM_001174086	SHISA9	chr16	11984205	12270997	+	286792	4796	0	0	0	0	0	0	0	0
NM_029031	SHPK	chr11	73012983	73038008	+	25025	2781	76	82	78	71	244	199	475	396
NM_181590	SHQ1	chr6	100523075	100621151	-	98076	1990	103	150	298	199	258	229	141	95
NM_027917	SHROOM1	chr11	53270706	53281268	+	10562	3312	40	46	17	23	33	20	40	78
NM_015756	SHROOM3	chr5	93112460	93394785	+	282325	7210	18	124	13	22	2	2	13	21
NM_009172	SIAH1	chr8	89247836	89269905	-	22069	1919	229	266	253	262	249	355	363	341
NM_001289668	SIDT2	chr9	45745939	45763332	-	17393	4302	971	852	1756	1783	1441	1640	2717	2644
NM_023059	SIGIRR	chr7	148277073	148286445	-	9372	1990	0	1	0	0	0	0	0	0
NM_027498	SIK3	chr9	45820902	46032277	+	211375	6287	651	830	912	1177	1566	1549	1269	1627
NM_001081028	SIPA1L3	chr7	30105396	30290479	-	185083	7713	578	589	655	874	414	412	406	296
NM_001081687	SIRPB2	chr3	15848069	15906332	-	58263	913	2	7	5	7	1	0	0	0
NM_022433	SIRT3	chr7	148049561	148068208	-	18647	1399	85	109	45	39	102	144	301	360
NM_181586	SIRT6	chr10	81084530	81090353	-	5823	1703	175	236	133	125	118	154	209	247
NM_013929	SIVA1	chr12	113883038	113887363	+	4325	782	312	481	309	420	211	258	221	169
NM_011380	SIX2	chr17	86083607	86087594	-	3987	2108	0	0	0	0	0	0	0	0
NM_011383	SIX5	chr7	19679892	19683694	+	3802	2853	400	345	129	108	233	163	505	350
NM_028317	SKIDA1	chr2	17965713	17970076	-	4363	4363	40	56	23	25	34	12	10	9
NM_011386	SKIL	chr3	30993979	31021845	+	27866	7066	404	321	701	789	576	535	583	553
NM_021337	SKIV2L	chr17	34976170	34987149	-	10979	3963	854	1025	1018	889	1081	1419	1317	1289
NM_028151	SKIV2L2	chr13	113657987	113717588	-	59601	3194	409	707	604	570	1103	1088	570	495
NM_001109743	SKOR2	chr18	77095143	77139081	+	43938	3141	0	0	0	0	0	0	0	0
NM_029983	SLA2	chr2	156698657	156712814	-	14157	1988	6	3	5	6	6	10	2	4
NM_198014	SLAIN1	chr14	104049459	104104016	+	54557	2584	0	0	1	0	0	0	0	0
NM_001113423	SLAIN2	chr5	73305600	73370080	+	64480	4787	756	914	792	1011	1132	1043	779	830
NM_001177561	SLC10A1	chr12	82054171	82069066	-	14895	1674	1	0	3	1	0	0	2	2
NM_001010834	SLC10A5	chr3	10331733	10335656	-	3923	3923	0	0	1	0	0	2	1	2
NM_134251	SLC12A8	chr16	33518414	33664221	+	145807	3166	0	0	1	0	1	1	1	0
NM_001171011	SLC14A1	chr18	78296829	78338858	-	42029	3605	1	19	1	5	0	6	0	0
NM_023044	SLC15A3	chr19	10917033	10932405	+	15372	2258	1	4	0	3	1	2	1	0
NM_177787	SLC15A5	chr6	137932110	138028437	-	96327	2461	0	0	0	0	0	0	0	0
NM_172371	SLC16A13	chr11	70030293	70034496	-	4203	2528	78	133	141	405	36	47	140	123
NM_030696	SLC16A3	chr11	120809797	120820314	+	10517	2493	19	26	11	28	7	10	24	77
NM_146136	SLC16A4	chr3	107094209	107115033	+	20824	2186	70	53	14	26	15	16	21	36
NM_001029842	SLC16A6	chr11	109312169	109334910	-	22741	2570	27	36	60	32	109	98	61	39
NM_177016	SLC17A4	chr13	23989757	24006876	-	17119	2483	0	0	0	0	0	0	0	0
NM_001276452	SLC17A5	chr9	78384293	78435852	-	51559	3163	407	282	216	225	163	169	244	171
NM_080853	SLC17A6	chr7	58877199	58926496	+	49297	4320	0	4	0	3	0	0	0	0
NM_172523	SLC18A2	chr19	59335367	59370502	+	35135	3803	37	38	48	54	35	46	19	46
NM_009199	SLC1A1	chr19	28909655	28988450	+	78795	3708	0	0	0	0	0	0	1	0
NM_001077514	SLC1A2	chr2	102498839	102630941	+	132102	11571	3	1	2	2	0	0	0	0
NM_018861	SLC1A4	chr11	20202182	20232716	-	30534	3926	301	452	370	493	180	211	432	752
NM_009201	SLC1A5	chr7	17366694	17383623	+	16929	2758	1136	1432	2632	1758	6737	8760	9729	11025
NM_146255	SLC1A7	chr4	107640938	107686137	+	45199	3005	3	1	0	5	1	1	0	2
NM_015747	SLC20A1	chr2	129024508	129037348	+	12840	3303	693	694	934	1590	192	179	158	135
NM_011394	SLC20A2	chr8	23587171	23680088	+	92917	3478	616	1100	999	956	937	929	1092	788
NM_133980	SLC22A13	chr9	119102095	119118223	-	16128	2004	0	2	2	4	1	1	0	0
NM_027572	SLC22A16	chr10	40290167	40323938	+	33771	2243	0	0	0	0	0	0	0	0
NM_144856	SLC22A7	chr17	46569133	46575426	-	6293	2007	0	0	0	0	0	0	0	0
NM_018824	SLC23A2	chr2	131878231	131970844	-	92613	6364	640	836	4622	3342	910	868	603	588
NM_172426	SLC24A2	chr4	86629029	86876444	-	247415	10592	0	0	0	0	0	0	0	0
NM_172152	SLC24A4	chr12	103367628	103504959	+	137331	2092	0	0	1	1	1	0	1	0
NM_175034	SLC24A5	chr2	124893862	124914413	+	20551	1237	3	8	4	7	14	10	13	7
NM_013770	SLC25A10	chr11	120353150	120362475	+	9325	4000	247	493	396	398	3311	4324	7315	4865
NM_172436	SLC25A12	chr2	71112351	71205611	-	93260	2924	617	956	412	444	841	987	234	433
NM_028711	SLC25A27	chr17	43778848	43803964	-	25116	2687	71	58	9	13	18	24	8	17
NM_145156	SLC25A28	chr19	43738291	43749371	-	11080	1534	135	261	296	299	437	440	407	406
NM_181328	SLC25A29	chr12	110064087	110074086	-	9999	1964	81	80	479	415	333	461	226	515
NM_133668	SLC25A3	chr10	90579322	90586708	-	7386	1512	2702	4018	4655	4461	8921	8493	4285	5470
NM_028048	SLC25A35	chr11	68781632	68786017	+	4385	1795	36	24	11	7	23	20	179	145
NM_026331	SLC25A37	chr14	69859907	69903160	-	43253	4162	519	608	764	963	322	266	203	239
NM_178766	SLC25A40	chr5	8422837	8454839	+	32002	2838	155	257	219	294	404	440	181	279
NM_001145876	SLC25A44	chr3	88214415	88229063	-	14648	3538	612	546	587	580	1024	1057	1601	1086
NM_134154	SLC25A45	chr19	5878465	5885768	+	7303	1833	83	74	50	40	47	48	127	87
NM_007451	SLC25A5	chrX	34335646	34338801	+	3155	1238	1931	4410	3406	4193	9596	9510	9368	7622
NM_001009949	SLC25A51	chr4	45408795	45421638	-	12843	4437	1242	1291	976	1001	1803	1589	1840	2291
NM_001082412	SLC25A53	chrX	133515654	133572841	-	57187	3191	33	34	24	19	26	28	40	41
NM_021353	SLC26A3	chr12	32123083	32158784	+	35701	2910	0	0	0	0	0	1	0	0
NM_030727	SLC26A5	chr5	21314818	21371422	-	56604	4616	1	1	0	0	0	0	0	0
NM_145947	SLC26A7	chr4	14432343	14548925	-	116582	2371	0	0	0	0	0	0	0	0
NM_177243	SLC26A9	chr1	133640598	133666982	+	26384	3640	0	0	0	1	0	0	0	0
NM_011978	SLC27A2	chr2	126378759	126413979	+	35220	2301	0	0	0	0	0	0	0	1
NM_009512	SLC27A5	chr7	13573695	13583541	-	9846	2329	0	0	0	1	1	1	0	0
NM_001081072	SLC27A6	chr18	58715893	58772523	+	56630	2598	0	1	0	0	0	0	0	0
NM_001004184	SLC28A1	chr7	88259684	88315302	+	55618	2846	1	2	0	0	4	3	1	1
NM_022317	SLC28A3	chr13	58654668	58712238	-	57570	4564	0	0	0	0	0	0	0	0
NM_011400	SLC2A1	chr4	118781349	118809934	+	28585	2572	1290	1588	1413	2993	781	701	1006	1863
NM_011401	SLC2A14	chr6	122677826	122692763	-	14937	3959	2	0	1	1	0	1	0	1
NM_031197	SLC2A2	chr3	28596824	28627282	+	30458	2570	1	0	0	0	0	1	0	0
NM_172659	SLC2A6	chr2	26876884	26883518	-	6634	2136	5	14	0	1	1	0	1	3
NM_001085529	SLC2A7	chr4	149523080	149542591	+	19511	1578	1	0	0	0	0	0	0	0
NM_009579	SLC30A1	chr1	193730659	193737126	+	6467	4762	152	195	399	336	537	666	385	424
NM_025286	SLC31A2	chr4	61947462	61959446	+	11984	1841	228	190	58	44	91	79	115	108
NM_001272035	SLC33A1	chr3	63746245	63768655	-	22410	2429	396	363	620	355	692	570	593	446
NM_011392	SLC34A1	chr13	55501008	55516056	+	15048	3073	0	0	0	0	0	0	0	0
NM_011402	SLC34A2	chr5	53440591	53462902	+	22311	4174	0	0	0	0	3	1	1	0
NM_001083317	SLC35A4	chr18	36838868	36843516	+	4648	2583	809	1214	1709	1429	2505	2550	1365	1422
NM_001170431	SLC35B3	chr13	39024008	39052744	-	28736	2086	232	246	279	202	247	242	163	122
NM_021435	SLC35B4	chr6	34105878	34127054	-	21176	3697	1414	1759	1063	843	985	1057	834	690
NM_001001321	SLC35D2	chr13	64197617	64230638	-	33021	2276	137	121	80	72	129	135	127	122
NM_177766	SLC35E1	chr8	75001893	75016513	-	14620	7029	1004	1265	2297	2050	1719	1688	1307	1616
NM_153142	SLC35E4	chr11	3807024	3814667	-	7643	3059	160	337	362	382	1272	1787	487	950
NM_028060	SLC35F2	chr9	53619341	53665968	+	46627	2568	0	0	0	0	0	0	0	0
NM_175675	SLC35F6	chr5	30950311	30962102	+	11791	3005	776	1024	777	711	799	882	610	738
NM_175507	SLC35G1	chr19	38470469	38480097	+	9628	3471	4	18	8	6	8	10	9	9
NM_153062	SLC37A1	chr17	31432427	31487643	+	55216	2931	0	1	0	0	0	0	0	0
NM_001293631	SLC37A4	chr9	44205009	44211051	+	6042	2061	125	125	88	81	179	162	317	348
NM_177074	SLC38A11	chr2	65154689	65202083	-	47394	1606	0	0	0	0	0	0	0	0
NM_172653	SLC39A10	chr1	46864388	46910354	-	45966	4961	335	575	444	403	284	232	261	167
NM_144808	SLC39A14	chr14	70703273	70751231	-	47958	4927	670	1356	4673	4607	1348	2588	481	909
NM_001039676	SLC39A2	chr14	52513284	52516420	+	3136	2334	4	2	6	7	1	4	2	4
NM_134135	SLC39A3	chr10	80491284	80496657	-	5373	3462	507	469	253	217	409	400	713	589
NM_028064	SLC39A4	chr15	76442812	76447282	-	4470	2226	0	0	1	1	133	378	1	5
NM_001161413	SLC3A2	chr19	8781371	8797859	-	16488	2813	1704	1863	2348	1970	3965	4233	1761	2930
NM_173865	SLC41A1	chr1	133724588	133745440	+	20852	4660	419	582	339	448	222	220	261	327
NM_027868	SLC41A3	chr6	90554873	90596406	+	41533	2257	170	142	79	100	37	47	61	133
NM_173388	SLC43A2	chr11	75345195	75391074	+	45879	6892	144	171	496	563	535	621	81	68
